No,deprem_kodu,olus_tarihi,olus_zamani,enlem,boylam,derinlik,xM,MD,ML,Mw,Ms,Mb,Tip,Yer
7073,2.00112E+13,2001.12.12,59:54.8,37.42,37.28,4,3.5,3.5,0,,0,0,Ke,SALMANLI-PAZARCIK (KAHRAMANMARAS) [North East  3.2 km]
7072,2.00112E+13,2001.12.15,31:48.3,38.79,42.35,3,4.1,4.1,0,,0,0,Ke,KINALIKOC-AHLAT (BITLIS) [South West  3.0 km]
7071,2.00112E+13,2001.12.16,10:02.2,40.67,35.21,5,3.8,3.8,0,,0,0,Ke,AYVALI- (�ORUM) [North West  1.5 km]
7070,2.00112E+13,2001.12.17,26:33.4,36.15,32.23,11,4.2,4.2,0,,0,0,Ke,GAZIPASA A�IKLARI-ANTALYA (AKDENIZ)
7069,2.00112E+13,2001.12.19,04:58.6,36.37,26.91,10,3.8,3.8,0,,0,0,Ke,AKDENIZ
7067,2.00112E+13,2001.12.21,14:11.7,35.16,35.65,14,3.7,3.7,0,,0,0,Ke,SURIYE
7068,2.00112E+13,2001.12.21,25:15.9,35.65,26.75,5,4.4,4.4,0,,0,0,Ke,AKDENIZ
7066,2.00112E+13,2001.12.23,11:58.9,35.82,26.74,40,3.6,3.6,0,,0,0,Ke,AKDENIZ
7065,2.00112E+13,2001.12.26,30:53.7,38.67,26.08,8,3.8,3.8,0,,0,0,Ke,SAKIZ ADASI (EGE DENIZI)
7063,2.00112E+13,2001.12.29,12:26.4,36.32,27.92,17,4,4,0,,0,0,Ke,RODOS ADASI (AKDENIZ)
7064,2.00112E+13,2001.12.29,03:57.1,35.79,30.74,6,3.5,3.5,0,,0,0,Ke,AKDENIZ
7062,2.00201E+13,2002.01.02,02:34.0,39.44,38.68,45,3.5,3.5,0,,0,0,Ke,ULUYAMAC-ILIC (ERZINCAN) [North West  3.1 km]
7061,2.00201E+13,2002.01.08,17:53.4,36.11,29.84,20,3.7,3.7,0,,0,0,Ke,KALEUCAGIZ-DEMRE (ANTALYA) [South 9.8 km]
7060,2.00201E+13,2002.01.16,10:31.2,38.45,40.34,5,3.6,3.6,0,,0,0,Ke,CUKURKOY-HANI (DIYARBAKIR) [South 0.3 km]
7058,2.00201E+13,2002.01.17,08:25.3,38.61,40.41,11,3.5,3.5,0,,0,0,Ke,YELKAYA-GENC (BINGOL) [North West  2.3 km]
7059,2.00201E+13,2002.01.17,48:33.0,37.61,31.44,1,4,4,0,,0,0,Ke,YESILDAG-BEYSEHIR (KONYA) [North West  8.1 km]
7057,2.00201E+13,2002.01.18,31:11.7,37.39,42.65,10,4.1,4.1,0,,0,0,Ke,DAMLACA-SILOPI (SIRNAK) [North West  6.8 km]
7056,2.00201E+13,2002.01.20,10:05.9,40.65,32.99,9,3.8,3.8,0,,0,0,Ke,BUGUOREN-ORTA (�ANKIRI) [North West  0.7 km]
7055,2.00201E+13,2002.01.21,34:23.9,38.67,27.83,11,4.3,4.3,0,,0,0,Ke,BUYUKBELEN-SARUHANLI (MANISA) [North East  3.4 km]
7054,2.00201E+13,2002.01.22,53:54.6,35.85,26.96,8,5.9,5.9,0,,0,0,Ke,AKDENIZ
7052,2.00201E+13,2002.01.23,22:11.2,38.64,27.82,8,3.9,3.9,0,,0,0,Ke,BUYUKBELEN-SARUHANLI (MANISA) [South East  0.2 km]
7053,2.00201E+13,2002.01.23,38:25.4,37.39,30.94,11,3.6,3.6,0,,0,0,Ke,BEKIRLER-SUTCULER (ISPARTA) [South West  4.1 km]
7051,2.00201E+13,2002.01.31,36:47.3,37.05,36.27,10,3.7,3.7,0,,0,0,Ke,KARACALAR- (OSMANIYE) [North East  0.5 km]
7033,2.00202E+13,2002.02.03,13:11.5,38.65,30.85,10,3.6,3.6,0,,0,0,Ke,GOZSUZLU- (AFYONKARAHISAR) [North East  4.4 km]
7034,2.00202E+13,2002.02.03,31:09.0,38.56,31.19,2,3.7,3.7,0,,0,0,Ke,DOGANCIK-SULTANDAGI (AFYONKARAHISAR) [North West  1.1 km]
7035,2.00202E+13,2002.02.03,47:22.9,38.69,31.23,5,3.5,3.5,0,,0,0,Ke,ORTAKARABAG-BOLVADIN (AFYONKARAHISAR) [South West  0.6 km]
7036,2.00202E+13,2002.02.03,45:19.4,38.74,31.18,5,3.5,3.5,0,,0,0,Ke,DEREKARABAG-BOLVADIN (AFYONKARAHISAR) [North West  3.5 km]
7037,2.00202E+13,2002.02.03,40:55.2,38.61,31.23,10,4.3,4,0,,0,4.3,Ke,TASKOPRU-SULTANDAGI (AFYONKARAHISAR) [North West  6.2 km]
7038,2.00202E+13,2002.02.03,54:34.5,38.63,31.01,10,4.8,4.5,0,,0,4.8,Ke,CAY (AFYONKARAHISAR) [North West  4.4 km]
7039,2.00202E+13,2002.02.03,39:55.1,38.65,31.01,10,5.1,4.6,0,,0,5.1,Ke,CAY (AFYONKARAHISAR) [North West  6.6 km]
7040,2.00202E+13,2002.02.03,48:37.6,38.62,31.23,10,3.5,3.5,0,,0,0,Ke,TASKOPRU-SULTANDAGI (AFYONKARAHISAR) [North West  6.9 km]
7041,2.00202E+13,2002.02.03,39:37.8,38.63,31.25,10,3.6,3.6,0,,0,0,Ke,YENIKARABAG-SULTANDAGI (AFYONKARAHISAR) [South West  6.3 km]
7042,2.00202E+13,2002.02.03,21:48.6,38.62,31.2,10,3.5,3.5,0,,0,0,Ke,EBER-CAY (AFYONKARAHISAR) [North East  6.7 km]
7043,2.00202E+13,2002.02.03,15:42.5,38.69,30.81,10,4,3.5,0,,0,4,Ke,COBANLAR (AFYONKARAHISAR) [South East  2.8 km]
7044,2.00202E+13,2002.02.03,00:14.7,38.61,31.2,10,4.3,4,0,,0,4.3,Ke,DOGANCIK-SULTANDAGI (AFYONKARAHISAR) [North 6.3 km]
7045,2.00202E+13,2002.02.03,55:58.6,38.59,30.87,2,4,4,0,,0,4,Ke,MALTEPE-CAY (AFYONKARAHISAR) [South West  4.0 km]
7046,2.00202E+13,2002.02.03,38:28.1,38.68,30.8,6,3.5,3.5,0,,0,0,Ke,COBANLAR (AFYONKARAHISAR) [South East  2.9 km]
7047,2.00202E+13,2002.02.03,26:44.1,38.68,30.82,5,6,5.9,0,6,0,0,Ke,COBANLAR (AFYONKARAHISAR) [South East  4.1 km]
7048,2.00202E+13,2002.02.03,57:41.8,38.75,30.94,3,3.5,3.5,0,,0,0,Ke,KURUCAOVA-BOLVADIN (AFYONKARAHISAR) [North East  1.5 km]
7049,2.00202E+13,2002.02.03,14:36.4,38.7,30.87,10,5.6,5.2,5.6,,0,5.5,Ke,HAMIDIYE-BOLVADIN (AFYONKARAHISAR) [South West  2.1 km]
7050,2.00202E+13,2002.02.03,11:28.6,38.58,31.25,10,6.1,6.1,0,6,0,0,Ke,TASKOPRU-SULTANDAGI (AFYONKARAHISAR) [West 3.4 km]
7029,2.00202E+13,2002.02.04,03:04.6,38.69,30.82,4,3.6,3.6,0,,0,0,Ke,COBANLAR (AFYONKARAHISAR) [South East  3.6 km]
7030,2.00202E+13,2002.02.04,06:31.2,40.23,35.75,14,4.1,4.1,0,,0,4.1,Ke,UCKOY-ZILE (TOKAT) [West 0.9 km]
7031,2.00202E+13,2002.02.04,06:56.6,38.6,31.12,10,3.6,3.6,0,,0,0,Ke,EBER-CAY (AFYONKARAHISAR) [West 0.7 km]
7032,2.00202E+13,2002.02.04,39:06.5,38.54,31.26,10,3.8,3.8,0,,0,0,Ke,SULTANDAGI (AFYONKARAHISAR) [North East  2.8 km]
7027,2.00202E+13,2002.02.06,29:33.0,38.71,30.84,8,3.5,3.5,0,,0,0,Ke,KOCAOZ-COBANLAR (AFYONKARAHISAR) [South West  2.2 km]
7028,2.00202E+13,2002.02.06,28:12.8,40.01,35.78,31,3.5,3.5,0,,0,0,Ke,KADISEHRI (YOZGAT) [North West  1.7 km]
7025,2.00202E+13,2002.02.07,46:02.1,38.59,31.08,3,3.7,3.7,0,,0,0,Ke,PINARKAYA-CAY (AFYONKARAHISAR) [South West  0.0 km]
7026,2.00202E+13,2002.02.07,24:05.6,40.03,35.71,10,3.7,3.7,0,,0,0,Ke,OZUKAVAK-CEKEREK (YOZGAT) [North East  1.0 km]
7023,2.00202E+13,2002.02.08,20:05.1,38.67,31.21,9,3.5,3.5,0,,0,0,Ke,ORTAKARABAG-BOLVADIN (AFYONKARAHISAR) [South West  3.4 km]
7024,2.00202E+13,2002.02.08,51:35.9,38.7,31.23,9,3.5,3.5,0,,0,0,Ke,ORTAKARABAG-BOLVADIN (AFYONKARAHISAR) [North West  1.1 km]
7020,2.00202E+13,2002.02.09,36:14.9,38.69,39.94,7,3.5,3.5,0,,0,0,Ke,PALU (ELAZIG) [South East  0.7 km]
7021,2.00202E+13,2002.02.09,34:18.1,39.19,40.3,3,3.5,3.5,0,,0,0,Ke,DARKOPRU-KIGI (BINGOL) [East 0.5 km]
7022,2.00202E+13,2002.02.09,31:16.2,38.97,40.08,10,3.6,3.6,0,,0,0,Ke,KALECIK-KARAKOCAN (ELAZIG) [North East  1.8 km]
7018,2.00202E+13,2002.02.10,49:41.6,40.61,35.98,5,3.5,3.5,0,,0,0,Ke,SARIYAR- (AMASYA) [North West  1.7 km]
7019,2.00202E+13,2002.02.10,22:11.5,38.61,30.97,7,3.5,3.5,0,,0,0,Ke,CUMHURIYET-CAY (AFYONKARAHISAR) [North 2.5 km]
7014,2.00202E+13,2002.02.11,47:14.5,38.63,30.85,10,3.7,3.7,0,,0,0,Ke,GOZSUZLU- (AFYONKARAHISAR) [North East  2.6 km]
7015,2.00202E+13,2002.02.11,22:03.8,38.59,31.01,4,3.6,3.6,0,,0,0,Ke,CAY (AFYONKARAHISAR) [South West  1.4 km]
7016,2.00202E+13,2002.02.11,52:44.0,37.89,29.22,9,3.6,3.6,0,,0,0,Ke,IRLIGANLI- (DENIZLI) [North East  3.3 km]
7017,2.00202E+13,2002.02.11,12:49.8,38.59,31.2,5,3.5,3.5,0,,0,0,Ke,DOGANCIK-SULTANDAGI (AFYONKARAHISAR) [North 4.1 km]
7012,2.00202E+13,2002.02.13,37:58.2,36.98,34.59,10,3.6,3.6,0,,0,0,Ke,DARISEKISI-TOROSLAR (MERSIN) [North East  1.6 km]
7013,2.00202E+13,2002.02.13,21:13.6,38.59,31.16,5,3.5,3.5,0,,0,0,Ke,EBER-CAY (AFYONKARAHISAR) [South East  3.0 km]
7011,2.00202E+13,2002.02.14,41:39.1,35.67,31.59,11,4.2,4.2,0,,0,4.1,Ke,AKDENIZ
7009,2.00202E+13,2002.02.17,23:37.1,36.32,27.75,22,3.7,3.7,0,,0,0,Ke,AKDENIZ
7010,2.00202E+13,2002.02.17,23:22.8,38.58,30.83,1,4,4,0,,0,0,Ke,KIZILDAG- (AFYONKARAHISAR) [South East  3.5 km]
7008,2.00202E+13,2002.02.19,12:17.3,36.14,27.28,33,4.3,0,0,,0,4.3,Ke,ONIKI ADALAR (AKDENIZ)
7006,2.00202E+13,2002.02.21,39:51.7,38.7,30.97,10,3.8,3.8,0,,0,0,Ke,KURUCAOVA-BOLVADIN (AFYONKARAHISAR) [South East  5.7 km]
7007,2.00202E+13,2002.02.21,04:06.2,38.68,30.88,2,4.2,4,0,,0,4.2,Ke,HAMIDIYE-BOLVADIN (AFYONKARAHISAR) [South West  3.0 km]
7004,2.00202E+13,2002.02.24,41:47.8,38.6,31.22,10,4.4,4.1,0,,0,4.4,Ke,DOGANCIK-SULTANDAGI (AFYONKARAHISAR) [North East  5.5 km]
7005,2.00202E+13,2002.02.24,32:21.0,35.78,27.77,11,4.5,4.3,0,,0,4.5,Ke,AKDENIZ
7003,2.00202E+13,2002.02.26,30:42.7,38.67,30.8,5,4.3,4.1,0,,0,4.3,Ke,COBANLAR (AFYONKARAHISAR) [South East  3.8 km]
7001,2.00202E+13,2002.02.27,26:23.9,39.93,33.46,6,3.6,3.6,0,,0,0,Ke,MAHMUTLAR-YAHSIHAN (KIRIKKALE) [North West  1.5 km]
7002,2.00202E+13,2002.02.27,58:10.1,35.41,30.78,8,3.6,3.6,0,,0,0,Ke,AKDENIZ
6999,2.00202E+13,2002.02.28,37:51.9,40.79,28.17,8,4.1,4.1,0,,0,0,Ke,MARMARA DENIZI
7000,2.00202E+13,2002.02.28,46:21.7,36.79,44.34,13,4.8,4.8,0,,0,4.7,Ke,IRAK
6992,2.00203E+13,2002.03.01,09:32.5,37.24,27.81,7,4.1,4,0,,0,4.1,Ke,ASLANYAKA-MILAS (MUGLA) [North West  1.9 km]
6993,2.00203E+13,2002.03.01,47:59.6,38.36,28.12,8,4.1,3.8,4.1,,0,0,Ke,BOZDAG-ODEMIS (IZMIR) [North East  4.4 km]
6994,2.00203E+13,2002.03.01,34:11.1,38.7,30.99,7,3.9,3.9,0,,0,0,Ke,BOLVADIN (AFYONKARAHISAR) [South West  5.3 km]
6995,2.00203E+13,2002.03.01,01:24.9,38.31,28.1,9,4,3.8,4,,0,0,Ke,YILANLI-ODEMIS (IZMIR) [North West  2.4 km]
6996,2.00203E+13,2002.03.01,47:55.8,38.66,30.94,6,4.1,4.1,0,,0,0,Ke,KADIKOY-CAY (AFYONKARAHISAR) [North East  3.0 km]
6997,2.00203E+13,2002.03.01,46:40.1,38.34,28.17,7,3.7,3.7,0,,0,0,Ke,CATAK-KIRAZ (IZMIR) [North 5.5 km]
6998,2.00203E+13,2002.03.01,04:39.1,38.37,28.12,7,3.7,3.7,0,,0,0,Ke,BOZDAG-ODEMIS (IZMIR) [North East  5.0 km]
6991,2.00203E+13,2002.03.02,28:44.7,39.46,38.25,10,3.9,3.9,0,,0,0,Ke,GEDIKBASI-DIVRIGI (SIVAS) [South 3.2 km]
6989,2.00203E+13,2002.03.03,04:58.8,39.43,38.21,10,3.5,3.5,0,,0,0,Ke,KESME-DIVRIGI (SIVAS) [West 5.5 km]
6990,2.00203E+13,2002.03.03,44:55.6,38.32,28.09,5,3.6,3.6,0,,0,0,Ke,BOZDAG-ODEMIS (IZMIR) [South East  2.5 km]
6987,2.00203E+13,2002.03.06,13:03.7,38.53,44.15,10,4.1,4.1,0,,0,0,Ke,CAYBAGI-SARAY (VAN) [North East  1.4 km]
6988,2.00203E+13,2002.03.06,45:28.4,38.03,39.14,10,3.6,3.6,0,,0,0,Ke,GONEN-GERGER (ADIYAMAN) [South East  1.6 km]
6986,2.00203E+13,2002.03.07,12:39.0,38.23,33.99,10,4.1,4.1,0,,0,0,Ke,TASPINAR- (AKSARAY) [North West  6.9 km]
6985,2.00203E+13,2002.03.08,53:35.6,38.59,31.16,2,3.6,3.6,0,,0,0,Ke,EBER-CAY (AFYONKARAHISAR) [South East  3.0 km]
6983,2.00203E+13,2002.03.09,32:16.0,39.62,36.14,5,3.6,3.6,0,,0,0,Ke,YAZILITAS-AKDAGMADENI (YOZGAT) [North West  0.4 km]
6984,2.00203E+13,2002.03.09,08:00.9,39.36,38.64,5,3.7,3.7,0,,0,0,Ke,KABATAS-KEMALIYE (ERZINCAN) [North East  4.4 km]
6982,2.00203E+13,2002.03.11,19:33.3,36.69,36.04,9,4.5,4.5,0,,0,0,Ke,ISKENDERUN K�RFEZI (AKDENIZ)
6978,2.00203E+13,2002.03.14,08:26.6,38.39,28.14,12,3.7,3.7,0,,0,0,Ke,BAHCECIK-SALIHLI (MANISA) [South East  4.5 km]
6979,2.00203E+13,2002.03.14,38:59.3,38.35,28.14,9,3.5,3.5,0,,0,0,Ke,BOZDAG-ODEMIS (IZMIR) [North East  5.6 km]
6980,2.00203E+13,2002.03.14,56:56.6,39.3,44.41,10,4.6,4.3,0,,0,4.6,Ke,GURBULAK-DOGUBAYAZIT (AGRI) [South East  13.7 km]
6981,2.00203E+13,2002.03.14,30:46.1,39.51,44.45,31,3.7,3.7,0,,0,0,Ke,T�RKIYE-IRAN SINIR B�LGESI
6975,2.00203E+13,2002.03.23,42:52.4,40.15,43.6,6,3.5,3.5,0,,0,0,Ke,ASAGICIYRIKLI-TUZLUCA (IGDIR) [North West  2.5 km]
6976,2.00203E+13,2002.03.23,38:41.9,40.81,27.88,5,3.7,3.7,0,,0,0,Ke,MARMARA DENIZI
6977,2.00203E+13,2002.03.23,36:10.6,40.81,27.84,12,4.8,4.8,4.3,,0,0,Ke,MARMARA DENIZI
6974,2.00203E+13,2002.03.26,11:26.0,35.44,31.62,13,4.3,4,0,,0,4.3,Ke,AKDENIZ
6972,2.00203E+13,2002.03.27,47:32.9,38.65,30.88,2,3.6,3.6,0,,0,0,Ke,KADIKOY-CAY (AFYONKARAHISAR) [North West  3.6 km]
6973,2.00203E+13,2002.03.27,18:20.6,36.97,35.48,10,3.6,3.6,0,,0,0,Ke,SARICAM (ADANA) [South East  9.4 km]
6971,2.00203E+13,2002.03.29,47:27.2,36.88,35.73,39,3.8,3.8,0,,0,0,Ke,DURHASANDEDE-CEYHAN (ADANA) [West 0.6 km]
6968,2.00203E+13,2002.03.31,30:59.5,39.42,38.29,6,3.5,3.5,0,,0,0,Ke,KESME-DIVRIGI (SIVAS) [South East  2.2 km]
6969,2.00203E+13,2002.03.31,28:41.4,39.45,38.3,5,3.9,3.9,0,,0,0,Ke,KESME-DIVRIGI (SIVAS) [North East  2.8 km]
6970,2.00203E+13,2002.03.31,24:07.9,36.85,36.01,17,3.5,3.5,0,,0,0,Ke,ASAGIBURNAZ-ERZIN (HATAY) [South West  10.0 km]
6967,2.00204E+13,2002.04.01,34:54.3,37.14,43.85,33,4.2,0,0,,0,4.2,Ke,T�RKIYE-IRAK SINIR B�LGESI
6966,2.00204E+13,2002.04.02,45:31.8,39.33,27.85,6,3.8,3.8,0,,0,0,Ke,YAZOREN-SAVASTEPE (BALIKESIR) [East 2.8 km]
6964,2.00204E+13,2002.04.03,59:49.2,37.46,40.46,10,3.5,3.5,0,,0,0,Ke,MAZIDAGI (MARDIN) [South West  3.0 km]
6965,2.00204E+13,2002.04.03,57:50.4,37.76,30.33,9,4.3,4.1,0,,0,4.3,Ke,ASKERIYE- (BURDUR) [South West  2.4 km]
6962,2.00204E+13,2002.04.05,38:48.4,37.74,30.23,7,4,4,0,,0,0,Ke,BURDUR [North West  4.9 km]
6963,2.00204E+13,2002.04.05,38:31.6,40.69,32.91,7,4,4,0,,0,4,Ke,ELDEN-ORTA (�ANKIRI) [North West  5.3 km]
6961,2.00204E+13,2002.04.06,49:14.3,40.39,26.43,8,3.8,3.8,0,,0,0,Ke,TAYFURKOY-GELIBOLU (�ANAKKALE) [South West  3.9 km]
6959,2.00204E+13,2002.04.10,13:07.0,35.81,29.95,6,3.5,3.5,0,,0,0,Ke,AKDENIZ
6960,2.00204E+13,2002.04.10,20:56.2,36.27,30.98,10,4,4,0,,0,0,Ke,ANTALYA K�RFEZI (AKDENIZ)
6958,2.00204E+13,2002.04.11,41:18.0,40.34,42.53,24,3.9,3.9,0,,0,0,Ke,SARIKAMIS (KARS) [West 5.2 km]
6957,2.00204E+13,2002.04.15,14:49.7,38.53,27.04,14,3.5,3.5,0,,0,0,Ke,CIGLI (IZMIR) [North West  4.1 km]
6956,2.00204E+13,2002.04.21,00:45.2,40.55,37.09,8,3.6,3.6,0,,0,0,Ke,ALANKOY-BASCIFTLIK (TOKAT) [South 4.0 km]
6955,2.00204E+13,2002.04.22,54:44.5,39.29,27.68,8,3.8,3.8,0,,0,0,Ke,GOKTAS-SOMA (MANISA) [South East  2.2 km]
6954,2.00204E+13,2002.04.25,34:50.3,35.41,32.67,31,4.2,4.2,0,,0,4.2,Ke,AKDENIZ
6952,2.00204E+13,2002.04.29,35:03.4,37.8,38.53,6,3.5,3.5,0,,0,0,Ke,CIRALIK-KAHTA (ADIYAMAN) [North West  1.0 km]
6953,2.00204E+13,2002.04.29,21:21.7,37.94,38.18,5,3.5,3.5,0,,0,0,Ke,SARIKAYA- (ADIYAMAN) [South West  1.6 km]
6950,2.00204E+13,2002.04.30,41:22.2,36.85,34.62,10,4.1,4.1,0,,0,0,Ke,RESULKOY-TOROSLAR (MERSIN) [South East  4.4 km]
6951,2.00204E+13,2002.04.30,08:56.1,40.26,33.82,8,3.8,3.8,0,,0,0,Ke,GUZELYURT-SULAKYURT (KIRIKKALE) [North West  2.4 km]
6948,2.00205E+13,2002.05.01,51:14.3,36.49,30.48,29,4,4,0,,0,0,Ke,BEYCIK-KEMER (ANTALYA) [East 4.0 km]
6949,2.00205E+13,2002.05.01,34:12.1,38.6,31.03,7,3.6,3.6,0,,0,0,Ke,CAY (AFYONKARAHISAR) [North East  0.9 km]
6947,2.00205E+13,2002.05.02,12:41.6,35.03,28.33,8,3.7,3.7,0,,0,0,Ke,AKDENIZ
6946,2.00205E+13,2002.05.03,18:14.6,36.99,43.35,6,4.9,4.9,0,,0,4.5,Ke,IRAK
6944,2.00205E+13,2002.05.04,16:02.9,38.03,38.68,10,3.5,3.5,0,,0,0,Ke,SAHKOLU-SINCIK (ADIYAMAN) [North 1.6 km]
6945,2.00205E+13,2002.05.04,02:43.9,39.13,27.87,14,3.6,3.6,0,,0,0,Ke,BOSTANCI-KIRKAGAC (MANISA) [North East  1.0 km]
6943,2.00205E+13,2002.05.05,22:09.8,40.53,28.32,7,4.1,3.9,4.1,,0,0,Ke,MARMARA DENIZI
6940,2.00205E+13,2002.05.08,23:37.6,38.7,26.13,9,3.7,3.7,0,,0,0,Ke,SALMAN A�IKLARI-IZMIR (EGE DENIZI)
6941,2.00205E+13,2002.05.08,29:40.8,36.81,26.49,10,4,3.7,4,,0,0,Ke,AKDENIZ
6942,2.00205E+13,2002.05.08,55:49.8,35.68,31.34,31,3.6,3.6,0,,0,0,Ke,AKDENIZ
6939,2.00205E+13,2002.05.11,26:55.1,35.77,28.02,11,4.4,4.3,4.4,,0,0,Ke,AKDENIZ
6938,2.00205E+13,2002.05.13,42:49.8,38.67,31.22,5,4.4,4.4,0,,0,4.4,Ke,ORTAKARABAG-BOLVADIN (AFYONKARAHISAR) [South West  2.8 km]
6936,2.00205E+13,2002.05.14,32:40.4,37.03,26.73,8,4.1,3.6,4.1,,0,0,Ke,ONIKI ADALAR (AKDENIZ)
6937,2.00205E+13,2002.05.14,58:54.4,40.3,34.87,4,3.8,3.8,0,,0,0,Ke,KOYUNOGLU-ALACA (�ORUM) [South West  1.2 km]
6935,2.00205E+13,2002.05.18,54:52.7,38.45,44.52,10,4,4,0,,0,0,Ke,KASKOL-BASKALE (VAN) [North East  13.2 km]
6931,2.00205E+13,2002.05.19,21:03.9,38.33,26.34,9,3.7,3.7,0,,0,0,Ke,CESME (IZMIR) [North East  3.3 km]
6932,2.00205E+13,2002.05.19,07:35.5,38.4,26.34,10,3.5,3.5,0,,0,0,Ke,DALYANK�Y A�IKLARI-IZMIR (EGE DENIZI)
6933,2.00205E+13,2002.05.19,45:57.4,38.48,26.52,17,4.2,4,4.2,,0,0,Ke,KOSEDERE-KARABURUN (IZMIR) [South West  7.9 km]
6934,2.00205E+13,2002.05.19,13:00.1,39.19,27.29,10,3.6,3.6,0,,0,0,Ke,FERIZLER-BERGAMA (IZMIR) [South West  0.5 km]
6928,2.00205E+13,2002.05.23,48:00.7,38.74,26.47,14,4.3,4.3,0,,0,0,Ke,EGE DENIZI
6929,2.00205E+13,2002.05.23,25:43.4,37.33,36.23,23,3.5,3.5,0,,0,0,Ke,KIZYUSUFLU-KADIRLI (OSMANIYE) [North East  0.8 km]
6930,2.00205E+13,2002.05.23,08:00.7,37.32,36.34,12,4.8,4.8,0,,0,0,Ke,GUMUS-DUZICI (OSMANIYE) [South East  0.7 km]
6927,2.00205E+13,2002.05.25,18:38.2,37.22,35.78,24,3.5,3.5,0,,0,0,Ke,CATALHUYUK-CEYHAN (ADANA) [North West  4.0 km]
6925,2.00205E+13,2002.05.27,29:51.5,35.69,30.9,9,3.6,3.6,0,,0,0,Ke,AKDENIZ
6926,2.00205E+13,2002.05.27,21:43.0,37.93,26.3,8,3.6,3.6,0,,0,0,Ke,EGE DENIZI
6924,2.00205E+13,2002.05.28,26:40.6,36.21,27.24,10,4.5,4.2,0,,0,4.5,Ke,ONIKI ADALAR (AKDENIZ)
6923,2.00206E+13,2002.06.03,50:51.8,38.19,43.23,36,3.5,3.5,0,,0,0,Ke,DEREBASI-CATAK (VAN) [South West  1.8 km]
6922,2.00206E+13,2002.06.04,12:53.3,39.14,36.08,7,3.8,3.8,0,,0,0,Ke,BESTEPE-GEMEREK (SIVAS) [North 1.7 km]
6920,2.00206E+13,2002.06.06,35:43.0,35.82,26.3,7,5.1,5.1,0,,0,5,Ke,AKDENIZ
6921,2.00206E+13,2002.06.06,09:59.8,39.06,28.01,8,4.3,4.3,4.2,,0,0,Ke,BASLAMIS-AKHISAR (MANISA) [South East  3.6 km]
6919,2.00206E+13,2002.06.07,19:18.2,39.19,28.19,12,3.5,3.5,0,,0,0,Ke,YAYLACIK-SINDIRGI (BALIKESIR) [South East  2.6 km]
